Dist_um,Line_01,Line_02,Line_03,Line_04,Line_05,Line_06,Line_07,Line_08,Line_09,Line_10,Line_11,Line_12,Line_13,Line_14,Line_15,Line_16,Line_17,Line_18,Line_19,Line_20,Line_21,Line_22,Line_23,Line_24,Line_25,Line_26,Line_27,Line_28,Line_29,Line_30,Mean,Std
0,89,84.8620681762695,87.5517196655273,95.4137954711914,99.5517272949219,98.3103485107422,93.3448257446289,85.0689697265625,89.2068939208984,96.2413787841797,100.37931060791,97.4827575683594,95,95,91.0689697265625,89,89,89,86.5172424316406,83,83,77.2068939208984,71,71,77.6206893920898,83,83,86.7241363525391,94.5862045288086,107,88.937931060791,8.4075407764787
0.597014925373145,94.9701461791992,94.9495544433594,94.9629364013672,95.0020599365234,95.0226440429688,95.0164642333984,95.8152313232422,99.8914031982422,97.8533172607422,95.0061721801758,95.0267562866211,95.0123443603516,95,95,94.9804382324219,99.0874938964844,106.704574584961,102.58723449707,98.4575424194336,94.3226928710938,90.2053527832031,86.0591888427734,83.9696350097656,88.0869750976562,92.2372589111328,92.0581512451172,83.8234710693359,83.0185317993164,86.7632598876953,95.059700012207,93.8650177001953,5.39082230285995
1.19402985074629,100.940299987793,96.8435440063477,95,95,95,97.6628875732422,100.129180908203,96.0735931396484,95.0288238525391,93.7709732055664,89.6742172241211,92.5419464111328,96.6387023925781,100.735458374023,97.0483779907227,95.0411682128906,95.1173400878906,95.076171875,97.4930572509766,100.319610595703,96.1816787719727,94.9114685058594,95.9150695800781,100.053009033203,104.190940856934,103.984046936035,95.7081756591797,87.5064315795898,83.0370559692383,83.1194076538086,95.6580879211426,4.92828183849077
1.7910447761194,101,92.7859039306641,89.0895538330078,89.9047927856445,98.05712890625,103.60009765625,105.267623901367,97.0535202026367,95,94.9814682006836,94.9197082519531,94.9629364013672,95.0247039794922,95.0864639282227,98.9032440185547,100.910446166992,100.706634521484,96.6304626464844,97.4827575683594,100.37931060791,96.2413787841797,92.1466827392578,90.1240386962891,94.2619705200195,101.660827636719,108.383422851562,112.336074829102,105.283065795898,98.8970718383789,94.8208999633789,97.8634063720703,5.40838315412796
2.38805970149253,95.1194000244141,99.0102920532227,102.991760253906,106.658256530762,106.822944641113,106.934120178223,105.344825744629,97.068962097168,95,97.433349609375,105.54451751709,103.313949584961,99.2583618164062,95.2027816772461,102.783836364746,104.852798461914,100.590324401855,92.3968200683594,91.602165222168,95.107048034668,95.0247039794922,92.1034393310547,88.0066833496094,84.0334548950195,93.1039657592773,103.98713684082,112.180648803711,109.201751708984,105.018524169922,100.880599975586,99.5525807698568,6.67728853251862
2.98507462686567,100.85075378418,96.9186782836914,99.6443557739258,106.596496582031,102.561508178711,101.149261474609,100.301086425781,96.0602111816406,95,97.4827575683594,105.75862121582,103.482757568359,99.3448257446289,95.2068939208984,91.3623352050781,83.3438034057617,72.1394729614258,80.0035934448242,88.0530090332031,95,95,94.9279403686523,93.8162536621094,89.678337097168,92.3257827758789,96.633544921875,100.874420166016,93.94287109375,89.4014434814453,89.2985076904297,94.8719841003418,7.46105849176394
3.58208955223882,106.820892333984,102.682968139648,100.956764221191,100.765319824219,96.6273880004883,95.1791076660156,95.1544036865234,95.030876159668,91.9891891479492,90.4575424194336,94.7190017700195,98.6654663085938,99.3448257446289,95.2068939208984,87.2552795410156,82.9938201904297,83.2563095092773,95.5465774536133,100.610916137695,100.218727111816,96.2043151855469,95,95.9727249145508,99.8636093139648,97.5290832519531,95.0432281494141,95.1667556762695,94.9567718505859,94.8208999633789,94.8208999633789,95.7620185852051,5.08040571407524
4.17910447761195,95.4179077148438,99.2676239013672,101,100.586212158203,96.4482727050781,97.5959854125977,100.791046142578,100.791046142578,94.6922302246094,90.2413787841797,94.3793106079102,95.1224899291992,93.5537796020508,89.4158477783203,92.7292861938477,94.5820922851562,94.8033981323242,99.2295455932617,101,99.7802429199219,91.6484832763672,92.0046234130859,96.0344848632812,100.172409057617,104.079772949219,105.18424987793,101.1904296875,104.385482788086,104.784866333008,100.791046142578,97.7234514872233,4.42324623558044
4.77611940298507,89.2388076782227,89.4035034179688,93.8481750488281,100.586212158203,96.4482727050781,95.107048034668,96.033447265625,100.006690979004,97.7730255126953,94.8106002807617,94.9752960205078,91.6227493286133,89.1729278564453,89.0082321166992,89.1564636230469,87.2521896362305,83.6845092773438,87.8224487304688,94.2454986572266,100.950592041016,100.621208190918,100.637680053711,99.8090515136719,96.0005035400391,98.5491485595703,101.181159973145,101.016471862793,101.148223876953,101.164695739746,101,95.40916112264,5.26956346608887
5.3731343283582,100.462684631348,100.462684631348,102.840454101562,105.922294616699,97.8317031860352,95,95.8275909423828,99.9655227661133,97.8965454101562,96.185791015625,100.13843536377,100.573852539062,97.3005676269531,89.395263671875,92.7550201416016,94.6387023925781,94.4719543457031,94.6572341918945,92.5820922851562,89.5373153686523,89.5373153686523,92.3041687011719,95.2223358154297,95.0370635986328,95.1482238769531,93.8852310180664,89.9325790405273,96.6520843505859,99.2213134765625,95.2686614990234,96.021822865804,4.03620730947743
