Dist_um,Background_Mean
0,0.486932367827809
0.6,0.489000931684836
1.2,0.490174106900227
1.8,0.490059138821374
2.4,0.488707701915318
3,0.486507835367512
3.6,0.484053763769331
4.2,0.48169717291315
4.8,0.479895516235377
5.4,0.479345844357957
6,0.479617884914673
6.6,0.480663270318798
7.2,0.482159781180311
7.8,0.483619279203282
8.4,0.484487242845046
9,0.484821094345439
9.6,0.484985401740043
10.2,0.485560116975432
10.8,0.486672078821289
11.4,0.488539818449935
12,0.490751558789777
