Dist_um,Line_01,Line_02,Line_03,Line_04,Line_05,Line_06,Line_07,Line_08,Line_09,Line_10,Line_11,Line_12,Line_13,Line_14,Line_15,Line_16,Line_17,Line_18,Line_19,Line_20,Mean,Std
0,0.23643559217453,0.236267000436783,0.236098453402519,0.235931068658829,0.235766038298607,0.235601022839546,0.235435992479324,0.235270977020264,0.235107004642487,0.234944894909859,0.234783172607422,0.234621465206146,0.234459757804871,0.234298706054688,0.234139412641525,0.233980715274811,0.233822003006935,0.233663305640221,0.233504608273506,0.233348190784454,0.234873969107866,0.000960830342762619
1.74,0.236340910196304,0.236171633005142,0.236002400517464,0.235834375023842,0.235668703913689,0.235503077507019,0.235337436199188,0.235171779990196,0.235007211565971,0.234844535589218,0.234682261943817,0.234520018100739,0.234357744455338,0.234196156263351,0.234036326408386,0.233877137303352,0.233717918395996,0.23355869948864,0.233399510383606,0.233242616057396,0.234773522615433,0.000964209173084768
3.47999999999999,0.236246213316917,0.236076265573502,0.235906362533569,0.235737651586533,0.235571384429932,0.235405132174492,0.235238865017891,0.235072612762451,0.234907418489456,0.234744191169739,0.234581366181374,0.234418526291847,0.234255701303482,0.234093576669693,0.233933255076408,0.233773529529572,0.233613818883896,0.23345410823822,0.233294397592545,0.233137041330338,0.234673070907593,0.000967591003254308
5.22,0.236154943704605,0.235984295606613,0.235813707113266,0.235644310712814,0.235477432608604,0.235310554504395,0.235143661499023,0.234976768493652,0.234810963273048,0.234647154808044,0.234483748674393,0.234320342540741,0.234156966209412,0.233994275331497,0.233833402395248,0.233673185110092,0.233512967824936,0.233352720737457,0.233192503452301,0.233034670352936,0.234575928747654,0.000971039657378886
6.96,0.236075758934021,0.235904380679131,0.235733062028885,0.235562980175018,0.235395416617393,0.235227853059769,0.235060319304466,0.234892755746841,0.234726309776306,0.234561875462532,0.234397858381271,0.234233856201172,0.234069854021072,0.23390656709671,0.233745127916336,0.233584344387054,0.233423575758934,0.233262777328491,0.23310199379921,0.232943654060364,0.234490516036749,0.000974717920816925
8.7,0.235996574163437,0.235824480652809,0.235652431845665,0.2354816198349,0.235313400626183,0.235145196318626,0.234976977109909,0.234808743000031,0.234641641378403,0.234476581215858,0.234311953186989,0.234147354960442,0.233982741832733,0.233818843960762,0.233656838536263,0.233495503664017,0.23333415389061,0.233172833919525,0.233011513948441,0.232852637767792,0.23440510109067,0.000978398978319413
10.44,0.235917404294014,0.235744565725327,0.235571801662445,0.235400289297104,0.235231399536133,0.235062509775162,0.234893620014191,0.234724700450897,0.234556972980499,0.234391301870346,0.234226077795029,0.234060853719711,0.233895614743233,0.233731120824814,0.233568578958511,0.23340667784214,0.233244776725769,0.233082875609398,0.232920989394188,0.232761636376381,0.234319688379765,0.000982079189968456
12.18,0.23583821952343,0.235664665699005,0.235491171479225,0.235318943858147,0.235149383544922,0.234979823231697,0.234810262918472,0.234640702605247,0.234472304582596,0.234306037425995,0.234140187501907,0.23397433757782,0.233808502554893,0.233643412590027,0.233480289578438,0.233317837119102,0.233155384659767,0.232992932200432,0.232830479741096,0.232670605182648,0.234234274178743,0.000985761360261041
13.92,0.235759034752846,0.235584750771523,0.235410511493683,0.235237598419189,0.235067367553711,0.234897136688232,0.234726905822754,0.234556674957275,0.234387636184692,0.234220743179321,0.234054267406464,0.233887821435928,0.233721375465393,0.23355570435524,0.233392015099525,0.233229011297226,0.233065992593765,0.232902988791466,0.232739984989166,0.232579603791237,0.234148856252432,0.000989435202708696
15.66,0.235692918300629,0.235517844557762,0.235342875123024,0.23516920208931,0.234998241066933,0.2348273396492,0.234656393527985,0.234485447406769,0.234315723180771,0.234148159623146,0.233981058001518,0.23381395637989,0.233646839857101,0.233480513095856,0.233316227793694,0.233152627944946,0.232989028096199,0.232825398445129,0.232661828398705,0.23250088095665,0.234076125174761,0.000993355521626563
17.4,0.235630482435226,0.235454648733139,0.235278874635696,0.235104456543922,0.234932780265808,0.234761148691177,0.234589487314224,0.234417825937271,0.234247386455536,0.234079152345657,0.233911395072937,0.233743637800217,0.233575865626335,0.233408883213997,0.233243972063065,0.233079761266708,0.232915565371513,0.232751339673996,0.23258712887764,0.232425630092621,0.234006971120834,0.000997341449473461
19.14,0.235568031668663,0.235391423106194,0.235214874148369,0.235039681196213,0.234867319464684,0.234694957733154,0.234522581100464,0.234350204467773,0.234179049730301,0.23401015996933,0.233841732144356,0.233673304319382,0.233504891395569,0.233337253332138,0.233171716332436,0.23300689458847,0.232842087745667,0.23267725110054,0.232512429356575,0.232350379228592,0.233937811106443,0.00100132520877521
20.88,0.2355055809021,0.235328212380409,0.235150903463364,0.234974935650826,0.234801858663559,0.234628766775131,0.234455674886703,0.234282582998276,0.234110742807388,0.233941167593002,0.233772069215775,0.233603000640869,0.233433917164803,0.23326563835144,0.233099475502968,0.232934042811394,0.23276861011982,0.232603192329407,0.232437744736671,0.232275128364563,0.233868662267923,0.00100530891945945
22.62,0.235443159937859,0.235264986753464,0.235086888074875,0.234910190105438,0.234736382961273,0.234562575817108,0.234388768672943,0.234214946627617,0.234042406082153,0.233872175216675,0.233702421188354,0.233532667160034,0.233362928032875,0.23319399356842,0.233027219772339,0.232861176133156,0.232695147395134,0.232529103755951,0.232363060116768,0.232199877500534,0.233799503743649,0.00100929369442128
24.36,0.23538675904274,0.235207796096802,0.23502890765667,0.234851434826851,0.234676882624626,0.234502345323563,0.234327793121338,0.234153240919113,0.233980000019073,0.23380908370018,0.233638629317284,0.23346820473671,0.233297780156136,0.233128190040588,0.232960775494576,0.232794091105461,0.232627421617508,0.232460752129555,0.232294097542763,0.232130318880081,0.233736225217581,0.0010133854893287
26.1,0.23534207046032,0.235162273049355,0.234982579946518,0.234804287552834,0.234628975391388,0.234453663229942,0.234278351068497,0.23410302400589,0.233929038047791,0.233757376670837,0.233586221933365,0.233415067195892,0.23324391245842,0.233073607087135,0.232905521988869,0.232738196849823,0.232570856809616,0.23240353167057,0.232236191630363,0.232071802020073,0.233684327453375,0.00101769074864405
27.84,0.23529739677906,0.23511677980423,0.234936237335205,0.234757140278816,0.23458106815815,0.234404981136322,0.234228894114494,0.234052807092667,0.233878046274185,0.233705684542656,0.233533799648285,0.233361944556236,0.233190074563026,0.233019083738327,0.232850313186646,0.232682302594185,0.232514306902885,0.232346326112747,0.232178330421448,0.232013300061226,0.23363244086504,0.00102198686592523
29.58,0.23525270819664,0.235071271657944,0.234889909625053,0.234710022807121,0.234533160924911,0.234356313943863,0.234179466962814,0.234002590179443,0.233827084302902,0.233653977513313,0.233481407165527,0.23330882191658,0.233136236667633,0.232964515686035,0.2327950745821,0.232626423239708,0.232457756996155,0.232289105653763,0.232120454311371,0.23195481300354,0.233580555766821,0.00102628772571789
31.32,0.235208034515381,0.235025763511658,0.234843581914902,0.234662890434265,0.234485238790512,0.234307631850243,0.234129995107651,0.23395237326622,0.233776092529297,0.233602285385132,0.233428984880447,0.233255684375763,0.233082383871078,0.232909977436066,0.232739865779877,0.23257052898407,0.232401207089424,0.232231885194778,0.232062563300133,0.231896296143532,0.233528663218021,0.00103058888300838
